i;j;t;TC_aijt;G_aijt;F_aij;W_ij
11;5;13;1000000;0.1;0.0002;93
11;5;14;1000000;0.1;0.0002;93
11;6;1;1000000;0.1;0.0002;192
11;6;2;1000000;0.1;0.0002;192
11;6;3;1000000;0.1;0.0002;192
11;6;4;1000000;0.1;0.0002;192
11;6;5;1000000;0.1;0.0002;192
11;6;6;1000000;0.1;0.0002;192
11;6;7;1000000;0.1;0.0002;192
11;6;8;1000000;0.1;0.0002;192
11;6;9;1000000;0.1;0.0002;192
11;6;10;1000000;0.1;0.0002;192
11;6;11;1000000;0.1;0.0002;192
11;6;12;1000000;0.1;0.0002;192
11;6;13;1000000;0.1;0.0002;192
11;6;14;1000000;0.1;0.0002;192
11;7;1;1000000;0.1;0.0002;38
11;7;2;1000000;0.1;0.0002;38
11;7;3;1000000;0.1;0.0002;38
11;7;4;1000000;0.1;0.0002;38
11;7;5;1000000;0.1;0.0002;38
11;7;6;1000000;0.1;0.0002;38
11;7;7;1000000;0.1;0.0002;38
11;7;8;1000000;0.1;0.0002;38
11;7;9;1000000;0.1;0.0002;38
11;7;10;1000000;0.1;0.0002;38
11;7;11;1000000;0.1;0.0002;38
11;7;12;1000000;0.1;0.0002;38
11;7;13;1000000;0.1;0.0002;38
11;7;14;1000000;0.1;0.0002;38
11;8;1;1000000;0.1;0.0002;112
11;8;2;1000000;0.1;0.0002;112
11;8;3;1000000;0.1;0.0002;112
11;8;4;1000000;0.1;0.0002;112
11;8;5;1000000;0.1;0.0002;112
11;8;6;1000000;0.1;0.0002;112
11;8;7;1000000;0.1;0.0002;112
11;8;8;1000000;0.1;0.0002;112
11;8;9;1000000;0.1;0.0002;112
11;8;10;1000000;0.1;0.0002;112
11;8;11;1000000;0.1;0.0002;112
11;8;12;1000000;0.1;0.0002;112
11;8;13;1000000;0.1;0.0002;112
11;8;14;1000000;0.1;0.0002;112
11;9;1;1000000;0.1;0.0002;67
11;9;2;1000000;0.1;0.0002;67
11;9;3;1000000;0.1;0.0002;67
11;9;4;1000000;0.1;0.0002;67
11;9;5;1000000;0.1;0.0002;67
11;9;6;1000000;0.1;0.0002;67
11;9;7;1000000;0.1;0.0002;67
11;9;8;1000000;0.1;0.0002;67
11;9;9;1000000;0.1;0.0002;67
11;9;10;1000000;0.1;0.0002;67
11;9;11;1000000;0.1;0.0002;67
11;9;12;1000000;0.1;0.0002;67
11;9;13;1000000;0.1;0.0002;67
11;9;14;1000000;0.1;0.0002;67
12;1;1;1000000;0.1;0.0002;90
12;1;2;1000000;0.1;0.0002;90
12;1;3;1000000;0.1;0.0002;90
12;1;4;1000000;0.1;0.0002;90
12;1;5;1000000;0.1;0.0002;90
12;1;6;1000000;0.1;0.0002;90
12;1;7;1000000;0.1;0.0002;90
12;1;8;1000000;0.1;0.0002;90
12;1;9;1000000;0.1;0.0002;90
12;1;10;1000000;0.1;0.0002;90
12;1;11;1000000;0.1;0.0002;90
12;1;12;1000000;0.1;0.0002;90
12;1;13;1000000;0.1;0.0002;90
12;1;14;1000000;0.1;0.0002;90
12;2;1;1000000;0.1;0.0002;120
12;2;2;1000000;0.1;0.0002;120
12;2;3;1000000;0.1;0.0002;120
12;2;4;1000000;0.1;0.0002;120
12;2;5;1000000;0.1;0.0002;120
12;2;6;1000000;0.1;0.0002;120
12;2;7;1000000;0.1;0.0002;120
12;2;8;1000000;0.1;0.0002;120
12;2;9;1000000;0.1;0.0002;120
12;2;10;1000000;0.1;0.0002;120
12;2;11;1000000;0.1;0.0002;120
12;2;12;1000000;0.1;0.0002;120
12;2;13;1000000;0.1;0.0002;120
12;2;14;1000000;0.1;0.0002;120
12;3;1;1000000;0.1;0.0002;77
12;3;2;1000000;0.1;0.0002;77
12;3;3;1000000;0.1;0.0002;77
12;3;4;1000000;0.1;0.0002;77
12;3;5;1000000;0.1;0.0002;77
12;3;6;1000000;0.1;0.0002;77
12;3;7;1000000;0.1;0.0002;77
12;3;8;1000000;0.1;0.0002;77
12;3;9;1000000;0.1;0.0002;77
12;3;10;1000000;0.1;0.0002;77
12;3;11;1000000;0.1;0.0002;77
12;3;12;1000000;0.1;0.0002;77
12;3;13;1000000;0.1;0.0002;77
12;3;14;1000000;0.1;0.0002;77
12;4;1;1000000;0.1;0.0002;165
12;4;2;1000000;0.1;0.0002;165
12;4;3;1000000;0.1;0.0002;165
12;4;4;1000000;0.1;0.0002;165
12;4;5;1000000;0.1;0.0002;165
12;4;6;1000000;0.1;0.0002;165
12;4;7;1000000;0.1;0.0002;165
12;4;8;1000000;0.1;0.0002;165
12;4;9;1000000;0.1;0.0002;165
12;4;10;1000000;0.1;0.0002;165
12;4;11;1000000;0.1;0.0002;165
12;4;12;1000000;0.1;0.0002;165
12;4;13;1000000;0.1;0.0002;165
12;4;14;1000000;0.1;0.0002;165
12;5;1;1000000;0.1;0.0002;83
12;5;2;1000000;0.1;0.0002;83
12;5;3;1000000;0.1;0.0002;83
12;5;4;1000000;0.1;0.0002;83
12;5;5;1000000;0.1;0.0002;83
12;5;6;1000000;0.1;0.0002;83
12;5;7;1000000;0.1;0.0002;83
12;5;8;1000000;0.1;0.0002;83
12;5;9;1000000;0.1;0.0002;83
12;5;10;1000000;0.1;0.0002;83
12;5;11;1000000;0.1;0.0002;83
12;5;12;1000000;0.1;0.0002;83
12;5;13;1000000;0.1;0.0002;83
12;5;14;1000000;0.1;0.0002;83
12;6;1;1000000;0.1;0.0002;95
12;6;2;1000000;0.1;0.0002;95
12;6;3;1000000;0.1;0.0002;95
12;6;4;1000000;0.1;0.0002;95
12;6;5;1000000;0.1;0.0002;95
12;6;6;1000000;0.1;0.0002;95
12;6;7;1000000;0.1;0.0002;95
12;6;8;1000000;0.1;0.0002;95
12;6;9;1000000;0.1;0.0002;95
12;6;10;1000000;0.1;0.0002;95
12;6;11;1000000;0.1;0.0002;95
12;6;12;1000000;0.1;0.0002;95
12;6;13;1000000;0.1;0.0002;95
12;6;14;1000000;0.1;0.0002;95
12;7;1;1000000;0.1;0.0002;126
12;7;2;1000000;0.1;0.0002;126
12;7;3;1000000;0.1;0.0002;126
12;7;4;1000000;0.1;0.0002;126
12;7;5;1000000;0.1;0.0002;126
12;7;6;1000000;0.1;0.0002;126
12;7;7;1000000;0.1;0.0002;126
12;7;8;1000000;0.1;0.0002;126
12;7;9;1000000;0.1;0.0002;126
12;7;10;1000000;0.1;0.0002;126
12;7;11;1000000;0.1;0.0002;126
12;7;12;1000000;0.1;0.0002;126
12;7;13;1000000;0.1;0.0002;126
12;7;14;1000000;0.1;0.0002;126
12;8;1;1000000;0.1;0.0002;82
12;8;2;1000000;0.1;0.0002;82
12;8;3;1000000;0.1;0.0002;82
12;8;4;1000000;0.1;0.0002;82
12;8;5;1000000;0.1;0.0002;82
12;8;6;1000000;0.1;0.0002;82
12;8;7;1000000;0.1;0.0002;82
12;8;8;1000000;0.1;0.0002;82
12;8;9;1000000;0.1;0.0002;82
12;8;10;1000000;0.1;0.0002;82
12;8;11;1000000;0.1;0.0002;82
12;8;12;1000000;0.1;0.0002;82
12;8;13;1000000;0.1;0.0002;82
12;8;14;1000000;0.1;0.0002;82
12;9;1;1000000;0.1;0.0002;110
12;9;2;1000000;0.1;0.0002;110
12;9;3;1000000;0.1;0.0002;110
12;9;4;1000000;0.1;0.0002;110
12;9;5;1000000;0.1;0.0002;110
12;9;6;1000000;0.1;0.0002;110
12;9;7;1000000;0.1;0.0002;110
12;9;8;1000000;0.1;0.0002;110
12;9;9;1000000;0.1;0.0002;110
12;9;10;1000000;0.1;0.0002;110
12;9;11;1000000;0.1;0.0002;110
12;9;12;1000000;0.1;0.0002;110
12;9;13;1000000;0.1;0.0002;110
12;9;14;1000000;0.1;0.0002;110
13;1;1;1000000;0.1;0.0002;147
13;1;2;1000000;0.1;0.0002;147
13;1;3;1000000;0.1;0.0002;147
13;1;4;1000000;0.1;0.0002;147
13;1;5;1000000;0.1;0.0002;147
13;1;6;1000000;0.1;0.0002;147
13;1;7;1000000;0.1;0.0002;147
13;1;8;1000000;0.1;0.0002;147
13;1;9;1000000;0.1;0.0002;147
13;1;10;1000000;0.1;0.0002;147
13;1;11;1000000;0.1;0.0002;147
13;1;12;1000000;0.1;0.0002;147
13;1;13;1000000;0.1;0.0002;147
13;1;14;1000000;0.1;0.0002;147
13;2;1;1000000;0.1;0.0002;31
13;2;2;1000000;0.1;0.0002;31
13;2;3;1000000;0.1;0.0002;31
13;2;4;1000000;0.1;0.0002;31
13;2;5;1000000;0.1;0.0002;31
13;2;6;1000000;0.1;0.0002;31
13;2;7;1000000;0.1;0.0002;31
13;2;8;1000000;0.1;0.0002;31
13;2;9;1000000;0.1;0.0002;31
13;2;10;1000000;0.1;0.0002;31
13;2;11;1000000;0.1;0.0002;31
13;2;12;1000000;0.1;0.0002;31
13;2;13;1000000;0.1;0.0002;31
13;2;14;1000000;0.1;0.0002;31
13;3;1;1000000;0.1;0.0002;112
13;3;2;1000000;0.1;0.0002;112
13;3;3;1000000;0.1;0.0002;112
13;3;4;1000000;0.1;0.0002;112
13;3;5;1000000;0.1;0.0002;112
13;3;6;1000000;0.1;0.0002;112
13;3;7;1000000;0.1;0.0002;112
13;3;8;1000000;0.1;0.0002;112
13;3;9;1000000;0.1;0.0002;112
13;3;10;1000000;0.1;0.0002;112
13;3;11;1000000;0.1;0.0002;112
13;3;12;1000000;0.1;0.0002;112
13;3;13;1000000;0.1;0.0002;112
13;3;14;1000000;0.1;0.0002;112
13;4;1;1000000;0.1;0.0002;188
13;4;2;1000000;0.1;0.0002;188
13;4;3;1000000;0.1;0.0002;188
13;4;4;1000000;0.1;0.0002;188
13;4;5;1000000;0.1;0.0002;188
13;4;6;1000000;0.1;0.0002;188
13;4;7;1000000;0.1;0.0002;188
13;4;8;1000000;0.1;0.0002;188
13;4;9;1000000;0.1;0.0002;188
13;4;10;1000000;0.1;0.0002;188
13;4;11;1000000;0.1;0.0002;188
13;4;12;1000000;0.1;0.0002;188
13;4;13;1000000;0.1;0.0002;188
13;4;14;1000000;0.1;0.0002;188
13;5;1;1000000;0.1;0.0002;81
13;5;2;1000000;0.1;0.0002;81
13;5;3;1000000;0.1;0.0002;81
13;5;4;1000000;0.1;0.0002;81
13;5;5;1000000;0.1;0.0002;81
13;5;6;1000000;0.1;0.0002;81
13;5;7;1000000;0.1;0.0002;81
13;5;8;1000000;0.1;0.0002;81
13;5;9;1000000;0.1;0.0002;81
13;5;10;1000000;0.1;0.0002;81
13;5;11;1000000;0.1;0.0002;81
13;5;12;1000000;0.1;0.0002;81
13;5;13;1000000;0.1;0.0002;81
13;5;14;1000000;0.1;0.0002;81
13;6;1;1000000;0.1;0.0002;64
13;6;2;1000000;0.1;0.0002;64
13;6;3;1000000;0.1;0.0002;64
13;6;4;1000000;0.1;0.0002;64
13;6;5;1000000;0.1;0.0002;64
13;6;6;1000000;0.1;0.0002;64
13;6;7;1000000;0.1;0.0002;64
13;6;8;1000000;0.1;0.0002;64
13;6;9;1000000;0.1;0.0002;64
13;6;10;1000000;0.1;0.0002;64
13;6;11;1000000;0.1;0.0002;64
13;6;12;1000000;0.1;0.0002;64
13;6;13;1000000;0.1;0.0002;64
13;6;14;1000000;0.1;0.0002;64
13;7;1;1000000;0.1;0.0002;104
13;7;2;1000000;0.1;0.0002;104
13;7;3;1000000;0.1;0.0002;104
13;7;4;1000000;0.1;0.0002;104
13;7;5;1000000;0.1;0.0002;104
13;7;6;1000000;0.1;0.0002;104
13;7;7;1000000;0.1;0.0002;104
13;7;8;1000000;0.1;0.0002;104
13;7;9;1000000;0.1;0.0002;104
13;7;10;1000000;0.1;0.0002;104
13;7;11;1000000;0.1;0.0002;104
13;7;12;1000000;0.1;0.0002;104
13;7;13;1000000;0.1;0.0002;104
13;7;14;1000000;0.1;0.0002;104
13;8;1;1000000;0.1;0.0002;76
13;8;2;1000000;0.1;0.0002;76
13;8;3;1000000;0.1;0.0002;76
13;8;4;1000000;0.1;0.0002;76
13;8;5;1000000;0.1;0.0002;76
13;8;6;1000000;0.1;0.0002;76
13;8;7;1000000;0.1;0.0002;76
13;8;8;1000000;0.1;0.0002;76
13;8;9;1000000;0.1;0.0002;76
13;8;10;1000000;0.1;0.0002;76
13;8;11;1000000;0.1;0.0002;76
13;8;12;1000000;0.1;0.0002;76
13;8;13;1000000;0.1;0.0002;76
13;8;14;1000000;0.1;0.0002;76
13;9;1;1000000;0.1;0.0002;88
13;9;2;1000000;0.1;0.0002;88
13;9;3;1000000;0.1;0.0002;88
13;9;4;1000000;0.1;0.0002;88
13;9;5;1000000;0.1;0.0002;88
13;9;6;1000000;0.1;0.0002;88
13;9;7;1000000;0.1;0.0002;88
13;9;8;1000000;0.1;0.0002;88
13;9;9;1000000;0.1;0.0002;88
13;9;10;1000000;0.1;0.0002;88
13;9;11;1000000;0.1;0.0002;88
13;9;12;1000000;0.1;0.0002;88
13;9;13;1000000;0.1;0.0002;88
13;9;14;1000000;0.1;0.0002;88
14;1;1;1000000;0.1;0.0002;201
14;1;2;1000000;0.1;0.0002;201
14;1;3;1000000;0.1;0.0002;201
14;1;4;1000000;0.1;0.0002;201
14;1;5;1000000;0.1;0.0002;201
14;1;6;1000000;0.1;0.0002;201
14;1;7;1000000;0.1;0.0002;201
14;1;8;1000000;0.1;0.0002;201
14;1;9;1000000;0.1;0.0002;201
14;1;10;1000000;0.1;0.0002;201
14;1;11;1000000;0.1;0.0002;201
14;1;12;1000000;0.1;0.0002;201
14;1;13;1000000;0.1;0.0002;201
14;1;14;1000000;0.1;0.0002;201
14;2;1;1000000;0.1;0.0002;57
14;2;2;1000000;0.1;0.0002;57
14;2;3;1000000;0.1;0.0002;57
14;2;4;1000000;0.1;0.0002;57
14;2;5;1000000;0.1;0.0002;57
14;2;6;1000000;0.1;0.0002;57
14;2;7;1000000;0.1;0.0002;57
14;2;8;1000000;0.1;0.0002;57
14;2;9;1000000;0.1;0.0002;57
14;2;10;1000000;0.1;0.0002;57
14;2;11;1000000;0.1;0.0002;57
14;2;12;1000000;0.1;0.0002;57
14;2;13;1000000;0.1;0.0002;57
14;2;14;1000000;0.1;0.0002;57
14;3;1;1000000;0.1;0.0002;130
14;3;2;1000000;0.1;0.0002;130
14;3;3;1000000;0.1;0.0002;130
14;3;4;1000000;0.1;0.0002;130
14;3;5;1000000;0.1;0.0002;130
14;3;6;1000000;0.1;0.0002;130
14;3;7;1000000;0.1;0.0002;130
14;3;8;1000000;0.1;0.0002;130
14;3;9;1000000;0.1;0.0002;130
14;3;10;1000000;0.1;0.0002;130
14;3;11;1000000;0.1;0.0002;130
14;3;12;1000000;0.1;0.0002;130
14;3;13;1000000;0.1;0.0002;130
14;3;14;1000000;0.1;0.0002;130
14;4;1;1000000;0.1;0.0002;98
14;4;2;1000000;0.1;0.0002;98
14;4;3;1000000;0.1;0.0002;98
14;4;4;1000000;0.1;0.0002;98
14;4;5;1000000;0.1;0.0002;98
14;4;6;1000000;0.1;0.0002;98
14;4;7;1000000;0.1;0.0002;98
14;4;8;1000000;0.1;0.0002;98
14;4;9;1000000;0.1;0.0002;98
14;4;10;1000000;0.1;0.0002;98
14;4;11;1000000;0.1;0.0002;98
14;4;12;1000000;0.1;0.0002;98
14;4;13;1000000;0.1;0.0002;98
14;4;14;1000000;0.1;0.0002;98
14;5;1;1000000;0.1;0.0002;94
14;5;2;1000000;0.1;0.0002;94
14;5;3;1000000;0.1;0.0002;94
14;5;4;1000000;0.1;0.0002;94
14;5;5;1000000;0.1;0.0002;94
14;5;6;1000000;0.1;0.0002;94
14;5;7;1000000;0.1;0.0002;94
14;5;8;1000000;0.1;0.0002;94
14;5;9;1000000;0.1;0.0002;94
14;5;10;1000000;0.1;0.0002;94
14;5;11;1000000;0.1;0.0002;94
14;5;12;1000000;0.1;0.0002;94
14;5;13;1000000;0.1;0.0002;94
14;5;14;1000000;0.1;0.0002;94
14;6;1;1000000;0.1;0.0002;172
14;6;2;1000000;0.1;0.0002;172
14;6;3;1000000;0.1;0.0002;172
14;6;4;1000000;0.1;0.0002;172
14;6;5;1000000;0.1;0.0002;172
14;6;6;1000000;0.1;0.0002;172
14;6;7;1000000;0.1;0.0002;172
14;6;8;1000000;0.1;0.0002;172
14;6;9;1000000;0.1;0.0002;172
14;6;10;1000000;0.1;0.0002;172
14;6;11;1000000;0.1;0.0002;172
14;6;12;1000000;0.1;0.0002;172
14;6;13;1000000;0.1;0.0002;172
14;6;14;1000000;0.1;0.0002;172
14;7;1;1000000;0.1;0.0002;194
14;7;2;1000000;0.1;0.0002;194
14;7;3;1000000;0.1;0.0002;194
14;7;4;1000000;0.1;0.0002;194
14;7;5;1000000;0.1;0.0002;194
14;7;6;1000000;0.1;0.0002;194
14;7;7;1000000;0.1;0.0002;194
14;7;8;1000000;0.1;0.0002;194
14;7;9;1000000;0.1;0.0002;194
14;7;10;1000000;0.1;0.0002;194
14;7;11;1000000;0.1;0.0002;194
14;7;12;1000000;0.1;0.0002;194
14;7;13;1000000;0.1;0.0002;194
14;7;14;1000000;0.1;0.0002;194
14;8;1;1000000;0.1;0.0002;35
14;8;2;1000000;0.1;0.0002;35
14;8;3;1000000;0.1;0.0002;35
14;8;4;1000000;0.1;0.0002;35
14;8;5;1000000;0.1;0.0002;35
14;8;6;1000000;0.1;0.0002;35
14;8;7;1000000;0.1;0.0002;35
14;8;8;1000000;0.1;0.0002;35
14;8;9;1000000;0.1;0.0002;35
14;8;10;1000000;0.1;0.0002;35
14;8;11;1000000;0.1;0.0002;35
14;8;12;1000000;0.1;0.0002;35
14;8;13;1000000;0.1;0.0002;35
14;8;14;1000000;0.1;0.0002;35
14;9;1;1000000;0.1;0.0002;107
14;9;2;1000000;0.1;0.0002;107
14;9;3;1000000;0.1;0.0002;107
14;9;4;1000000;0.1;0.0002;107
14;9;5;1000000;0.1;0.0002;107
14;9;6;1000000;0.1;0.0002;107
14;9;7;1000000;0.1;0.0002;107
14;9;8;1000000;0.1;0.0002;107
14;9;9;1000000;0.1;0.0002;107
14;9;10;1000000;0.1;0.0002;107
14;9;11;1000000;0.1;0.0002;107
14;9;12;1000000;0.1;0.0002;107
14;9;13;1000000;0.1;0.0002;107
14;9;14;1000000;0.1;0.0002;107
15;1;1;1000000;0.1;0.0002;187
15;1;2;1000000;0.1;0.0002;187
15;1;3;1000000;0.1;0.0002;187
15;1;4;1000000;0.1;0.0002;187
15;1;5;1000000;0.1;0.0002;187
15;1;6;1000000;0.1;0.0002;187
15;1;7;1000000;0.1;0.0002;187
15;1;8;1000000;0.1;0.0002;187
15;1;9;1000000;0.1;0.0002;187
15;1;10;1000000;0.1;0.0002;187
15;1;11;1000000;0.1;0.0002;187
15;1;12;1000000;0.1;0.0002;187
15;1;13;1000000;0.1;0.0002;187
15;1;14;1000000;0.1;0.0002;187
15;2;1;1000000;0.1;0.0002;95
15;2;2;1000000;0.1;0.0002;95
15;2;3;1000000;0.1;0.0002;95
15;2;4;1000000;0.1;0.0002;95
15;2;5;1000000;0.1;0.0002;95
15;2;6;1000000;0.1;0.0002;95
15;2;7;1000000;0.1;0.0002;95
15;2;8;1000000;0.1;0.0002;95
15;2;9;1000000;0.1;0.0002;95
15;2;10;1000000;0.1;0.0002;95
15;2;11;1000000;0.1;0.0002;95
15;2;12;1000000;0.1;0.0002;95
15;2;13;1000000;0.1;0.0002;95
15;2;14;1000000;0.1;0.0002;95
15;3;1;1000000;0.1;0.0002;50
15;3;2;1000000;0.1;0.0002;50
15;3;3;1000000;0.1;0.0002;50
15;3;4;1000000;0.1;0.0002;50
15;3;5;1000000;0.1;0.0002;50
15;3;6;1000000;0.1;0.0002;50
15;3;7;1000000;0.1;0.0002;50
15;3;8;1000000;0.1;0.0002;50
15;3;9;1000000;0.1;0.0002;50
15;3;10;1000000;0.1;0.0002;50
15;3;11;1000000;0.1;0.0002;50
15;3;12;1000000;0.1;0.0002;50
15;3;13;1000000;0.1;0.0002;50
15;3;14;1000000;0.1;0.0002;50
15;4;1;1000000;0.1;0.0002;179
15;4;2;1000000;0.1;0.0002;179
15;4;3;1000000;0.1;0.0002;179
15;4;4;1000000;0.1;0.0002;179
15;4;5;1000000;0.1;0.0002;179
15;4;6;1000000;0.1;0.0002;179
15;4;7;1000000;0.1;0.0002;179
15;4;8;1000000;0.1;0.0002;179
15;4;9;1000000;0.1;0.0002;179
15;4;10;1000000;0.1;0.0002;179
15;4;11;1000000;0.1;0.0002;179
15;4;12;1000000;0.1;0.0002;179
15;4;13;1000000;0.1;0.0002;179
15;4;14;1000000;0.1;0.0002;179
15;5;1;1000000;0.1;0.0002;82
15;5;2;1000000;0.1;0.0002;82
15;5;3;1000000;0.1;0.0002;82
15;5;4;1000000;0.1;0.0002;82
15;5;5;1000000;0.1;0.0002;82
15;5;6;1000000;0.1;0.0002;82
15;5;7;1000000;0.1;0.0002;82
15;5;8;1000000;0.1;0.0002;82
15;5;9;1000000;0.1;0.0002;82
15;5;10;1000000;0.1;0.0002;82
15;5;11;1000000;0.1;0.0002;82
15;5;12;1000000;0.1;0.0002;82
15;5;13;1000000;0.1;0.0002;82
15;5;14;1000000;0.1;0.0002;82
15;6;1;1000000;0.1;0.0002;55
15;6;2;1000000;0.1;0.0002;55
15;6;3;1000000;0.1;0.0002;55
15;6;4;1000000;0.1;0.0002;55
15;6;5;1000000;0.1;0.0002;55
15;6;6;1000000;0.1;0.0002;55
15;6;7;1000000;0.1;0.0002;55
15;6;8;1000000;0.1;0.0002;55
15;6;9;1000000;0.1;0.0002;55
15;6;10;1000000;0.1;0.0002;55
15;6;11;1000000;0.1;0.0002;55
15;6;12;1000000;0.1;0.0002;55
15;6;13;1000000;0.1;0.0002;55
15;6;14;1000000;0.1;0.0002;55
15;7;1;1000000;0.1;0.0002;117
15;7;2;1000000;0.1;0.0002;117
15;7;3;1000000;0.1;0.0002;117
15;7;4;1000000;0.1;0.0002;117
15;7;5;1000000;0.1;0.0002;117
15;7;6;1000000;0.1;0.0002;117
15;7;7;1000000;0.1;0.0002;117
15;7;8;1000000;0.1;0.0002;117
15;7;9;1000000;0.1;0.0002;117
15;7;10;1000000;0.1;0.0002;117
15;7;11;1000000;0.1;0.0002;117
15;7;12;1000000;0.1;0.0002;117
15;7;13;1000000;0.1;0.0002;117
15;7;14;1000000;0.1;0.0002;117
15;8;1;1000000;0.1;0.0002;68
15;8;2;1000000;0.1;0.0002;68
15;8;3;1000000;0.1;0.0002;68
15;8;4;1000000;0.1;0.0002;68
15;8;5;1000000;0.1;0.0002;68
15;8;6;1000000;0.1;0.0002;68
15;8;7;1000000;0.1;0.0002;68
15;8;8;1000000;0.1;0.0002;68
15;8;9;1000000;0.1;0.0002;68
15;8;10;1000000;0.1;0.0002;68
15;8;11;1000000;0.1;0.0002;68
15;8;12;1000000;0.1;0.0002;68
15;8;13;1000000;0.1;0.0002;68
15;8;14;1000000;0.1;0.0002;68
15;9;1;1000000;0.1;0.0002;54
15;9;2;1000000;0.1;0.0002;54
15;9;3;1000000;0.1;0.0002;54
15;9;4;1000000;0.1;0.0002;54
15;9;5;1000000;0.1;0.0002;54
15;9;6;1000000;0.1;0.0002;54
15;9;7;1000000;0.1;0.0002;54
15;9;8;1000000;0.1;0.0002;54
15;9;9;1000000;0.1;0.0002;54
15;9;10;1000000;0.1;0.0002;54
15;9;11;1000000;0.1;0.0002;54
15;9;12;1000000;0.1;0.0002;54
15;9;13;1000000;0.1;0.0002;54
15;9;14;1000000;0.1;0.0002;54
16;1;1;1000000;0.1;0.0002;182
16;1;2;1000000;0.1;0.0002;182
16;1;3;1000000;0.1;0.0002;182
16;1;4;1000000;0.1;0.0002;182
16;1;5;1000000;0.1;0.0002;182
16;1;6;1000000;0.1;0.0002;182
16;1;7;1000000;0.1;0.0002;182
16;1;8;1000000;0.1;0.0002;182
16;1;9;1000000;0.1;0.0002;182
16;1;10;1000000;0.1;0.0002;182
16;1;11;1000000;0.1;0.0002;182
16;1;12;1000000;0.1;0.0002;182
16;1;13;1000000;0.1;0.0002;182
16;1;14;1000000;0.1;0.0002;182
16;2;1;1000000;0.1;0.0002;78
16;2;2;1000000;0.1;0.0002;78
16;2;3;1000000;0.1;0.0002;78
16;2;4;1000000;0.1;0.0002;78
16;2;5;1000000;0.1;0.0002;78
16;2;6;1000000;0.1;0.0002;78
16;2;7;1000000;0.1;0.0002;78
16;2;8;1000000;0.1;0.0002;78
16;2;9;1000000;0.1;0.0002;78
16;2;10;1000000;0.1;0.0002;78
16;2;11;1000000;0.1;0.0002;78
16;2;12;1000000;0.1;0.0002;78
16;2;13;1000000;0.1;0.0002;78
16;2;14;1000000;0.1;0.0002;78
16;3;1;1000000;0.1;0.0002;90
16;3;2;1000000;0.1;0.0002;90
16;3;3;1000000;0.1;0.0002;90
16;3;4;1000000;0.1;0.0002;90
16;3;5;1000000;0.1;0.0002;90
16;3;6;1000000;0.1;0.0002;90
16;3;7;1000000;0.1;0.0002;90
16;3;8;1000000;0.1;0.0002;90
16;3;9;1000000;0.1;0.0002;90
16;3;10;1000000;0.1;0.0002;90
16;3;11;1000000;0.1;0.0002;90
16;3;12;1000000;0.1;0.0002;90
16;3;13;1000000;0.1;0.0002;90
16;3;14;1000000;0.1;0.0002;90
16;4;1;1000000;0.1;0.0002;102
16;4;2;1000000;0.1;0.0002;102
16;4;3;1000000;0.1;0.0002;102
16;4;4;1000000;0.1;0.0002;102
16;4;5;1000000;0.1;0.0002;102
16;4;6;1000000;0.1;0.0002;102
16;4;7;1000000;0.1;0.0002;102
16;4;8;1000000;0.1;0.0002;102
16;4;9;1000000;0.1;0.0002;102
16;4;10;1000000;0.1;0.0002;102
16;4;11;1000000;0.1;0.0002;102
16;4;12;1000000;0.1;0.0002;102
16;4;13;1000000;0.1;0.0002;102
16;4;14;1000000;0.1;0.0002;102
16;5;1;1000000;0.1;0.0002;37
16;5;2;1000000;0.1;0.0002;37
16;5;3;1000000;0.1;0.0002;37
16;5;4;1000000;0.1;0.0002;37
16;5;5;1000000;0.1;0.0002;37
16;5;6;1000000;0.1;0.0002;37
16;5;7;1000000;0.1;0.0002;37
16;5;8;1000000;0.1;0.0002;37
16;5;9;1000000;0.1;0.0002;37
16;5;10;1000000;0.1;0.0002;37
16;5;11;1000000;0.1;0.0002;37
16;5;12;1000000;0.1;0.0002;37
16;5;13;1000000;0.1;0.0002;37
16;5;14;1000000;0.1;0.0002;37
16;6;1;1000000;0.1;0.0002;109
16;6;2;1000000;0.1;0.0002;109
16;6;3;1000000;0.1;0.0002;109
16;6;4;1000000;0.1;0.0002;109
16;6;5;1000000;0.1;0.0002;109
16;6;6;1000000;0.1;0.0002;109
16;6;7;1000000;0.1;0.0002;109
16;6;8;1000000;0.1;0.0002;109
16;6;9;1000000;0.1;0.0002;109
16;6;10;1000000;0.1;0.0002;109
16;6;11;1000000;0.1;0.0002;109
16;6;12;1000000;0.1;0.0002;109
16;6;13;1000000;0.1;0.0002;109
16;6;14;1000000;0.1;0.0002;109
16;7;1;1000000;0.1;0.0002;117
16;7;2;1000000;0.1;0.0002;117
16;7;3;1000000;0.1;0.0002;117
16;7;4;1000000;0.1;0.0002;117
16;7;5;1000000;0.1;0.0002;117
16;7;6;1000000;0.1;0.0002;117
16;7;7;1000000;0.1;0.0002;117
16;7;8;1000000;0.1;0.0002;117
16;7;9;1000000;0.1;0.0002;117
16;7;10;1000000;0.1;0.0002;117
16;7;11;1000000;0.1;0.0002;117
16;7;12;1000000;0.1;0.0002;117
16;7;13;1000000;0.1;0.0002;117
16;7;14;1000000;0.1;0.0002;117
16;8;1;1000000;0.1;0.0002;182
16;8;2;1000000;0.1;0.0002;182
16;8;3;1000000;0.1;0.0002;182
16;8;4;1000000;0.1;0.0002;182
16;8;5;1000000;0.1;0.0002;182
